grid_id,fit_eligible,qa_score,center_lon,center_lat,archived_uwg_treecover,corrected_uwg_treecover,delta_uwg_treecover,archived_uwg_grasscover,corrected_uwg_grasscover,delta_uwg_grasscover,canopy_area_delta_m2,archived_k4,corrected_fixed_k4,archived_k7,corrected_fixed_k7,archived_k8,corrected_fixed_k8
28,False,1,7.648840669431565,45.00893034102296,0.027501976209786,0.027501976209786096,9.71445146547012e-17,0.3239704804945864,0.3239704804945864,0.0,9.094947017729282e-13,0.0,0,1.0,1,2.0,2
29,False,1,7.6501092787860605,45.00894534924784,0.0232655719167158,0.02326557191671586,6.245004513516506e-17,0.2648006411871439,0.26480064118714397,5.551115123125783e-17,1.8189894035458565e-12,0.0,0,0.0,0,2.0,2
30,False,1,7.651377889134796,45.00896034338484,0.0231609022338416,0.02316090223384161,1.0408340855860843e-17,0.1954244274983574,0.19542442749835737,-2.7755575615628914e-17,1.8189894035458565e-12,1.0,1,0.0,0,0.0,0
31,False,1,7.652646500476843,45.00897532343388,0.0261628929471626,0.026162892947162668,6.938893903907228e-17,0.1026072612709861,0.10260726127098613,2.7755575615628914e-17,9.094947017729282e-13,1.0,1,3.0,3,4.0,4
32,False,1,7.653915112811264,45.008990289394966,0.0175694135786152,0.017569413578615304,1.0408340855860843e-16,0.0738486654091422,0.0738486654091422,0.0,1.8189894035458565e-12,1.0,1,3.0,3,0.0,0
33,False,1,7.655183726137127,45.00900524126805,0.00696475815997,0.006964758159970006,6.071532165918825e-18,0.0429330189915038,0.042933018991503896,9.71445146547012e-17,1.3642420526593924e-12,1.0,1,0.0,0,0.0,0
34,False,1,7.620909912981033,45.00949650887537,0.0235088218828241,0.02350882188282411,1.0408340855860843e-17,0.1885528356883779,0.18855283568837788,-2.7755575615628914e-17,0.0,1.0,1,0.0,0,0.0,0
35,False,1,7.622178520079328,45.00951182750463,0.0235088218828241,0.02350882188282411,1.0408340855860843e-17,0.2527582943877983,0.2527582943877983,0.0,9.094947017729282e-13,0.0,0,0.0,0,2.0,2
36,False,1,7.62344712819244,45.009527132046195,0.0235088218828241,0.02350882188282411,1.0408340855860843e-17,0.3144860707258562,0.3144860707258562,0.0,9.094947017729282e-13,0.0,0,1.0,1,2.0,2
37,False,1,7.624715737319451,45.00954242250007,0.0166595050162567,0.016659505016256793,9.367506770274758e-17,0.3788589728533774,0.3788589728533774,0.0,-9.094947017729282e-13,0.0,0,1.0,1,2.0,2
38,False,1,7.625984347459407,45.00955769886617,0.0029460349284194,0.00294603492841942,1.9949319973733282e-17,0.3804467133638743,0.38044671336387437,5.551115123125783e-17,-2.2737367544323206e-13,0.0,0,1.0,1,2.0,2
39,False,2,7.627252958611393,45.00957296114447,0.0,0.0,0.0,0.3021736398091812,0.3021736398091812,0.0,0.0,0.0,0,1.0,1,2.0,2
40,False,2,7.628521570774465,45.009588209334986,0.0011908034636618,0.001190803463661803,3.0357660829594124e-18,0.214170181451802,0.214170181451802,0.0,3.410605131648481e-13,1.0,1,0.0,0,0.0,0
41,False,1,7.634864646723524,45.00966423896926,0.0186128109516043,0.018612810951604324,2.42861286636753e-17,0.1436267228636948,0.14362672286369477,-2.7755575615628914e-17,-9.094947017729282e-13,1.0,1,0.0,0,0.0,0
42,False,1,7.636133264933549,45.00967940263227,0.0200992897463262,0.020099289746326274,7.28583859910259e-17,0.2182649232845271,0.21826492328452712,2.7755575615628914e-17,-9.094947017729282e-13,1.0,1,0.0,0,0.0,0
43,False,1,7.6374018841481295,45.00969455220724,0.0200867038583066,0.02008670385830661,1.0408340855860843e-17,0.3453216613217599,0.34532166132175984,-5.551115123125783e-17,0.0,0.0,0,1.0,1,2.0,2
44,False,1,7.638670504366341,45.009709687694155,0.0216626182672927,0.021662618267292776,7.632783294297951e-17,0.4800500922495242,0.4800500922495242,0.0,0.0,0.0,0,1.0,1,2.0,2
45,False,1,7.639939125587243,45.009724809092994,0.0231163039994524,0.02311630399945242,2.0816681711721685e-17,0.5081216993960732,0.5081216993960732,0.0,0.0,0.0,0,1.0,1,2.0,2
46,False,1,7.64120774780991,45.009739916403745,0.0163628002445198,0.016362800244519887,8.673617379884035e-17,0.545481961124962,0.545481961124962,0.0,9.094947017729282e-13,0.0,0,1.0,1,2.0,2
47,False,1,7.642476371033403,45.00975500962635,0.0192169542361503,0.01921695423615032,2.0816681711721685e-17,0.5667254899238429,0.5667254899238429,0.0,1.8189894035458565e-12,0.0,0,1.0,1,2.0,2
48,False,1,7.643744995256795,45.009770088760774,0.0215835210435881,0.021583521043588145,4.5102810375396984e-17,0.5356624151450623,0.5356624151450623,0.0,-1.8189894035458565e-12,0.0,0,1.0,1,2.0,2
49,False,1,7.645013620479145,45.00978515380701,0.0217739686168115,0.021773968616811544,4.5102810375396984e-17,0.5127196521298042,0.5127196521298042,0.0,-1.8189894035458565e-12,0.0,0,1.0,1,2.0,2
50,False,1,7.64628224669953,45.00980020476501,0.0180858925131341,0.01808589251313416,5.898059818321144e-17,0.5554974675138301,0.5554974675138301,0.0,-4.547473508864641e-12,0.0,0,1.0,1,2.0,2
51,False,1,7.647550873917011,45.00981524163474,0.0303452698010608,0.03034526980106085,5.204170427930421e-17,0.5072350086699003,0.5072350086699003,0.0,-1.8189894035458565e-12,0.0,0,1.0,1,2.0,2
52,False,1,7.648819502130653,45.00983026441621,0.0379165853133658,0.037916585313365794,-6.938893903907228e-18,0.4451494075923539,0.44514940759235394,5.551115123125783e-17,-1.8189894035458565e-12,0.0,0,1.0,1,2.0,2
53,False,1,7.650088131339531,45.00984527310934,0.0336801810202955,0.03368018102029557,6.938893903907228e-17,0.3499642997962859,0.3499642997962859,0.0,0.0,0.0,0,1.0,1,2.0,2
54,False,1,7.651356761542705,45.009860267714146,0.0335755113374213,0.03357551133742132,2.0816681711721685e-17,0.2476766474889833,0.24767664748898327,-2.7755575615628914e-17,1.8189894035458565e-12,1.0,1,3.0,3,4.0,4
55,False,1,7.652625392739247,45.00987524823056,0.0363268680445057,0.036326868044505786,8.326672684688674e-17,0.1226765823900937,0.12267658239009362,-8.326672684688674e-17,3.637978807091713e-12,1.0,1,3.0,3,4.0,4
56,False,1,7.653894024928219,45.00989021465857,0.0204430693414408,0.02044306934144083,3.122502256758253e-17,0.0856543358894633,0.08565433588946327,-4.163336342344337e-17,1.8189894035458565e-12,1.0,1,3.0,3,4.0,4
57,False,1,7.6551626581086945,45.009905166998166,0.00696475815997,0.006964758159970006,6.071532165918825e-18,0.0504624851450332,0.050462485145033195,-6.938893903907228e-18,1.3642420526593924e-12,1.0,1,3.0,3,4.0,4
58,False,1,7.609470711134914,45.01025791577971,0.0,0.0,0.0,0.0832662324183501,0.0832662324183501,0.0,0.0,1.0,1,0.0,0,0.0,0
59,False,1,7.610739328911367,45.01027336167875,0.0,0.0,0.0,0.0754631515228917,0.0754631515228917,0.0,0.0,1.0,1,0.0,0,0.0,0
60,False,1,7.618351057026202,45.010365741226856,0.0068493168665673,0.006849316866567318,1.8214596497756474e-17,0.1628469837911071,0.16284698379110718,8.326672684688674e-17,6.821210263296962e-13,1.0,1,0.0,0,4.0,4
61,False,1,7.619619681945987,45.01038108851024,0.0209235054699474,0.020923505469947486,8.673617379884035e-17,0.1612486525264924,0.16124865252649243,2.7755575615628914e-17,-9.094947017729282e-13,1.0,1,3.0,3,4.0,4
62,False,1,7.620888307882518,45.010396421705536,0.0327251825308264,0.03272518253082646,5.551115123125783e-17,0.1970029586385071,0.19700295863850703,-5.551115123125783e-17,0.0,1.0,1,3.0,3,4.0,4
63,False,1,7.622156934834857,45.01041174081273,0.0340125049046399,0.03401250490463999,9.020562075079397e-17,0.2442800850997945,0.24428008509979454,5.551115123125783e-17,1.8189894035458565e-12,1.0,1,2.0,2,4.0,4
64,False,1,7.6234255628020815,45.01042704583181,0.0340125049046399,0.03401250490463999,9.020562075079397e-17,0.3001295363880311,0.300129536388031,-5.551115123125783e-17,1.8189894035458565e-12,0.0,0,1.0,1,2.0,2
65,False,1,7.624694191783246,45.010442336762715,0.0271631880380726,0.027163188038072668,6.938893903907228e-17,0.36551406386137,0.36551406386137003,5.551115123125783e-17,9.094947017729282e-13,0.0,0,1.0,1,2.0,2
66,False,1,7.62596282177743,45.01045761360541,0.0163947444293088,0.016394744429308893,9.367506770274758e-17,0.3740046581500701,0.3740046581500701,0.0,0.0,0.0,0,1.0,1,2.0,2
67,False,1,7.62723145278369,45.01047287635989,0.0084626820908846,0.00846268209088462,2.0816681711721685e-17,0.3107368749717766,0.31073687497177654,-5.551115123125783e-17,0.0,0.0,0,1.0,1,2.0,2
68,False,1,7.6285000848010975,45.01048812502613,0.0138145492916929,0.013814549291692943,4.336808689942018e-17,0.2372172842813605,0.23721728428136052,2.7755575615628914e-17,-9.094947017729282e-13,1.0,1,0.0,0,0.0,0
69,False,1,7.62976871782872,45.010503359604066,0.0172340669201833,0.017234066920183387,8.673617379884035e-17,0.15278875467064,0.15278875467064001,2.7755575615628914e-17,0.0,1.0,1,3.0,3,4.0,4
70,False,1,7.631037351865627,45.01051858009371,0.0245849325854558,0.024584932585455847,4.85722573273506e-17,0.0815661058855124,0.08156610588551244,4.163336342344337e-17,-1.8189894035458565e-12,1.0,1,3.0,3,4.0,4
71,False,1,7.632305986910883,45.01053378649499,0.0239014011566785,0.023901401156678527,2.7755575615628914e-17,0.0757567814273196,0.07575678142731967,6.938893903907228e-17,-1.8189894035458565e-12,1.0,1,3.0,3,4.0,4
72,False,1,7.633574622963555,45.010548978807925,0.0257955273081233,0.025795527308123303,3.469446951953614e-18,0.1332808988517238,0.13328089885172378,-2.7755575615628914e-17,-2.7284841053187847e-12,1.0,1,3.0,3,4.0,4
73,False,1,7.634843260022707,45.01056415703246,0.0388649483466009,0.03886494834660099,9.020562075079397e-17,0.1660238571368755,0.1660238571368755,0.0,-1.8189894035458565e-12,2.0,2,3.0,3,4.0,4
74,False,1,7.636111898087414,45.01057932116855,0.038498272395646,0.03849827239564598,-2.0816681711721685e-17,0.2368542862688073,0.2368542862688073,0.0,-5.4569682106375694e-12,1.0,1,2.0,2,4.0,4
75,False,1,7.637380537156736,45.01059447121617,0.0334870000183597,0.033487000018359775,7.632783294297951e-17,0.3838296587378282,0.38382965873782826,5.551115123125783e-17,-3.637978807091713e-12,0.0,0,1.0,1,2.0,2
76,False,1,7.638649177229747,45.01060960717531,0.0324407008615068,0.03244070086150687,6.938893903907228e-17,0.5377836324634152,0.5377836324634152,0.0,-4.547473508864641e-12,0.0,0,1.0,1,2.0,2
77,False,1,7.639917818305505,45.01062472904594,0.0309881743006984,0.030988174300698446,4.5102810375396984e-17,0.5787356498532213,0.5787356498532213,0.0,-4.547473508864641e-12,0.0,0,1.0,1,2.0,2
78,False,1,7.641186460383085,45.010639836828034,0.0163628002445198,0.016362800244519866,6.591949208711867e-17,0.6558839624331394,0.6558839624331394,0.0,-4.547473508864641e-12,0.0,0,1.0,1,2.0,2
79,False,1,7.642455103461547,45.0106549305215,0.0192169542361503,0.0192169542361503,0.0,0.7104212847020336,0.7104212847020336,0.0,-4.547473508864641e-12,0.0,0,1.0,1,2.0,2
80,True,0,7.643723747539965,45.0106700101264,0.0215835210435881,0.02158352104358813,3.122502256758253e-17,0.6838388289859748,0.6838388289859748,0.0,-5.4569682106375694e-12,0.0,0,1.0,1,2.0,2
81,True,0,7.644992392617401,45.01068507564265,0.0217739686168115,0.02177396861681153,3.122502256758253e-17,0.6612883766304223,0.6612883766304223,0.0,-5.4569682106375694e-12,0.0,0,1.0,1,2.0,2
82,True,0,7.646261038692927,45.01070012707023,0.0202599801210235,0.020259980121023573,7.28583859910259e-17,0.6944550513228137,0.6944550513228137,0.0,-2.7284841053187847e-12,0.0,0,1.0,1,2.0,2
83,True,0,7.647529685765608,45.01071516440911,0.0352797646962281,0.035279764696228115,1.3877787807814457e-17,0.6073683274422808,0.6073683274422809,1.1102230246251565e-16,-9.094947017729282e-12,0.0,0,1.0,1,1.0,1
84,False,1,7.6487983338345105,45.01073018765924,0.043573175717173,0.04357317571717304,4.163336342344337e-17,0.5132926527627678,0.5132926527627678,0.0,-3.637978807091713e-12,0.0,0,1.0,1,1.0,1
85,False,1,7.6500669828987,45.010745196820665,0.0393367714241028,0.0393367714241028,0.0,0.3858786967994829,0.3858786967994829,0.0,-3.637978807091713e-12,0.0,0,2.0,2,2.0,2
86,False,1,7.651335632957248,45.01076019189328,0.039057944934496,0.03905794493449603,3.469446951953614e-17,0.2541221143541115,0.25412211435411153,5.551115123125783e-17,-3.637978807091713e-12,1.0,1,3.0,3,4.0,4
87,False,1,7.652604284009216,45.01077517287709,0.038138590539516,0.038138590539516064,6.245004513516506e-17,0.1234059646976988,0.12340596469769882,2.7755575615628914e-17,-5.4569682106375694e-12,3.0,3,3.0,3,4.0,4
88,False,1,7.653872936053672,45.01079013977203,0.0194943845491732,0.019494384549173252,5.204170427930421e-17,0.0926377656371246,0.09263776563712464,4.163336342344337e-17,-1.8189894035458565e-12,1.0,1,3.0,3,4.0,4
89,False,1,7.655141589089691,45.01080509257813,0.0052939778590624,0.00529397785906247,6.938893903907228e-17,0.054197748968516,0.05419774896851603,2.7755575615628914e-17,-2.5011104298755527e-12,1.0,1,3.0,3,4.0,4
90,False,1,7.656410243116332,45.01082003129531,0.0048242220567086,0.004824222056708626,2.6020852139652106e-17,0.0442418215399439,0.04424182153994397,6.938893903907228e-17,4.547473508864641e-13,1.0,1,3.0,3,4.0,4
91,False,1,7.608180289721767,45.01114236366893,0.0,0.0,0.0,0.0827524163840486,0.0827524163840486,0.0,0.0,1.0,1,0.0,0,0.0,0
92,False,1,7.609448926328408,45.01115782413814,0.0,0.0,0.0,0.1009012570913961,0.1009012570913961,0.0,0.0,1.0,1,0.0,0,0.0,0
93,False,1,7.6107175639593105,45.011173270519066,0.0,0.0,0.0,0.0899483959056008,0.0899483959056008,0.0,0.0,1.0,1,0.0,0,0.0,0
94,False,1,7.61198620261355,45.01118870281168,0.0,0.0,0.0,0.079461738946826,0.079461738946826,0.0,0.0,1.0,1,0.0,0,0.0,0
95,False,1,7.613254842290188,45.01120412101599,0.0,0.0,0.0,0.0988090364228461,0.0988090364228461,0.0,0.0,1.0,1,0.0,0,0.0,0
96,False,1,7.614523482988297,45.01121952513194,0.0,0.0,0.0,0.1381459213765462,0.1381459213765462,0.0,0.0,1.0,1,0.0,0,0.0,0
97,False,1,7.615792124706938,45.011234915159505,0.0,0.0,0.0,0.168558164244244,0.168558164244244,0.0,0.0,1.0,1,0.0,0,0.0,0
98,False,1,7.617060767445179,45.011250291098634,0.0,0.0,0.0,0.2081309259633801,0.2081309259633801,0.0,0.0,1.0,1,0.0,0,4.0,4
99,False,1,7.618329411202093,45.01126565294931,0.0068493168665673,0.006849316866567318,1.8214596497756474e-17,0.2168139593189343,0.2168139593189343,0.0,6.821210263296962e-13,1.0,1,3.0,3,4.0,4
100,False,1,7.619598055976742,45.01128100071151,0.0209235054699474,0.020923505469947486,8.673617379884035e-17,0.1875575817914569,0.18755758179145682,-8.326672684688674e-17,0.0,1.0,1,3.0,3,4.0,4
101,False,1,7.620866701768191,45.011296334385186,0.0339164296715216,0.03391642967152162,2.0816681711721685e-17,0.1896553158724736,0.18965531587247358,-2.7755575615628914e-17,1.8189894035458565e-12,1.0,1,3.0,3,4.0,4
102,False,1,7.622135348575512,45.01131165397032,0.0422644261257823,0.0422644261257824,9.71445146547012e-17,0.1892345065458807,0.1892345065458807,0.0,3.637978807091713e-12,1.0,1,3.0,3,4.0,4
103,False,1,7.623403996397768,45.011326959466885,0.0423963159134247,0.042396315913424736,3.469446951953614e-17,0.2086678306963007,0.20866783069630074,2.7755575615628914e-17,3.637978807091713e-12,1.0,1,2.0,2,4.0,4
104,True,0,7.62467264523403,45.01134225087485,0.0355469990468574,0.03554699904685741,6.938893903907228e-18,0.2488183982538878,0.24881839825388788,8.326672684688674e-17,0.0,1.0,1,0.0,0,4.0,4
105,False,1,7.625941295083368,45.01135752819418,0.0264207535392986,0.026420753539298618,1.734723475976807e-17,0.2666665443641505,0.26666654436415055,5.551115123125783e-17,0.0,0.0,0,0.0,0,2.0,2
106,False,1,7.627209945944836,45.01137279142484,0.0220278849764986,0.022027884976498668,6.938893903907228e-17,0.2293261855217895,0.22932618552178952,2.7755575615628914e-17,0.0,1.0,1,3.0,3,4.0,4
107,False,1,7.628478597817517,45.01138804056683,0.0245868589204851,0.02458685892048516,5.898059818321144e-17,0.2100942461071163,0.21009424610711636,5.551115123125783e-17,0.0,1.0,1,3.0,3,4.0,4
108,False,1,7.629747250700468,45.0114032756201,0.0303949441527895,0.03039494415278955,4.85722573273506e-17,0.1645626259989758,0.16456262599897586,5.551115123125783e-17,-1.8189894035458565e-12,1.0,1,3.0,3,4.0,4
109,False,1,7.631015904592758,45.01141849658458,0.0404298571395047,0.04042985713950472,2.0816681711721685e-17,0.1242229097465055,0.12422290974650557,6.938893903907228e-17,0.0,1.0,1,3.0,3,4.0,4
110,False,1,7.632284559493453,45.01143370346029,0.0417466239295673,0.04174662392956737,6.938893903907228e-17,0.1210709900418047,0.12107099004180472,1.3877787807814457e-17,0.0,2.0,2,3.0,3,4.0,4
111,False,1,7.633553215401626,45.011448896247224,0.0441361802939794,0.044136180293979484,8.326672684688674e-17,0.1675507303376297,0.1675507303376297,0.0,1.8189894035458565e-12,2.0,2,3.0,3,4.0,4
112,False,1,7.63482187231634,45.01146407494529,0.0622493917302838,0.06224939173028379,-6.938893903907228e-18,0.1669207172214842,0.1669207172214841,-8.326672684688674e-17,-1.8189894035458565e-12,2.0,2,2.0,2,3.0,3
113,False,1,7.636090530236661,45.01147923955449,0.0593622583878725,0.05936225838787251,1.3877787807814457e-17,0.2221704518276075,0.22217045182760747,-2.7755575615628914e-17,-3.637978807091713e-12,2.0,2,2.0,2,3.0,3
114,False,1,7.637359189161659,45.011494390074795,0.0516669386891436,0.0516669386891436,0.0,0.3454310382256174,0.34543103822561727,-1.1102230246251565e-16,0.0,0.0,0,2.0,2,1.0,1
115,True,0,7.638627849090396,45.011509526506174,0.0469781432122457,0.04697814321224574,4.163336342344337e-17,0.4959867572953774,0.4959867572953774,0.0,-5.4569682106375694e-12,0.0,0,1.0,1,1.0,1
116,True,0,7.639896510021947,45.01152464884857,0.0392331416449612,0.039233141644961216,1.3877787807814457e-17,0.575484488539214,0.575484488539214,0.0,3.637978807091713e-12,0.0,0,1.0,1,2.0,2
117,True,0,7.641165171955372,45.01153975710199,0.0138269397079403,0.013826939707940357,5.724587470723463e-17,0.7092346873361692,0.7092346873361692,0.0,5.4569682106375694e-12,0.0,0,1.0,1,2.0,2
118,True,0,7.642433834889736,45.0115548512664,0.0145744839472404,0.014574483947240485,8.500145032286355e-17,0.806265247525966,0.806265247525966,0.0,9.549694368615746e-12,0.0,0,1.0,1,2.0,2
119,True,0,7.643702498824116,45.011569931341754,0.0148598869407077,0.014859886940707773,7.28583859910259e-17,0.8297683676969722,0.8297683676969722,0.0,2.2737367544323206e-12,0.0,0,1.0,1,2.0,2
120,True,0,7.644971163757574,45.01158499732803,0.0148573504765511,0.014857350476551161,6.071532165918825e-17,0.8370090997583977,0.8370090997583977,0.0,1.2278178473934531e-11,0.0,0,1.0,1,2.0,2
121,True,0,7.646239829689175,45.011600049225216,0.0178845028517232,0.01788450285172324,4.163336342344337e-17,0.837768187871224,0.837768187871224,0.0,4.547473508864641e-12,0.0,0,1.0,1,2.0,2
122,True,0,7.647508496617989,45.01161508703326,0.0388669207051448,0.03886692070514486,5.551115123125783e-17,0.7180219705614908,0.7180219705614908,0.0,9.094947017729282e-12,0.0,0,1.0,1,1.0,1
123,True,0,7.648777164543079,45.01163011075213,0.045173512405792,0.0451735124057921,9.71445146547012e-17,0.5797545336318219,0.5797545336318218,-1.1102230246251565e-16,1.0913936421275139e-11,0.0,0,1.0,1,1.0,1
124,True,0,7.650045833463521,45.01164512038179,0.0425485161243384,0.04254851612433848,7.632783294297951e-17,0.4161077622582635,0.4161077622582635,0.0,-3.637978807091713e-12,0.0,0,2.0,2,2.0,2
125,True,0,7.651314503378368,45.01166011592226,0.0417216336781948,0.04172163367819482,2.0816681711721685e-17,0.2487855086458705,0.24878550864587057,5.551115123125783e-17,5.4569682106375694e-12,2.0,2,3.0,3,4.0,4
126,True,0,7.6525831742867,45.01167509737346,0.0363042967247769,0.0363042967247769,0.0,0.1115919614465761,0.1115919614465761,0.0,-1.8189894035458565e-12,3.0,3,3.0,3,4.0,4
127,False,1,7.653851846187575,45.01169006473536,0.0129309991298054,0.012930999129805425,2.6020852139652106e-17,0.0850223612354115,0.08502236123541157,6.938893903907228e-17,-5.9117155615240335e-12,3.0,3,3.0,3,4.0,4
128,False,1,7.655120519080067,45.01170501800799,0.0028240215123226,0.002824021512322626,2.6020852139652106e-17,0.0633473001720456,0.06334730017204558,-1.3877787807814457e-17,-4.433786671143025e-12,1.0,1,3.0,3,4.0,4
129,False,1,7.656389192963235,45.01171995719124,0.0028240215123226,0.0028240215123226373,3.729655473350135e-17,0.054896350732963,0.054896350732962965,-3.469446951953614e-17,-1.7053025658242404e-12,1.0,1,3.0,3,4.0,4
130,False,2,7.605621174188437,45.01201130722519,0.0,0.0,0.0,0.0461850572743748,0.0461850572743748,0.0,0.0,1.0,1,0.0,0,0.0,0
131,False,2,7.606889828598957,45.01202679635408,0.0,0.0,0.0,0.0661908223945948,0.0661908223945948,0.0,0.0,1.0,1,0.0,0,0.0,0
132,False,1,7.608158484035666,45.01204227139432,0.0,0.0,0.0,0.0858078965283688,0.0858078965283688,0.0,0.0,1.0,1,0.0,0,0.0,0
133,False,1,7.609427140497632,45.012057732345895,0.0,0.0,0.0,0.1039344895844164,0.1039344895844164,0.0,0.0,1.0,1,0.0,0,0.0,0
134,False,1,7.610695797983922,45.012073179208734,0.0,0.0,0.0,0.0933189210931681,0.0933189210931681,0.0,0.0,1.0,1,0.0,0,0.0,0
